ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
69	"ENSG00000160298.18"	"C21orf58"	chr21	-	46301129	46302154	46301129	46301713	46301996	46302154	69	12,37	2,6	36,38	6,8	150	75	0.711392784579	1.0	0.75,0.755	0.75,0.704	0.025
74	"ENSG00000185917.14"	"SETD4"	chr21	-	36034540	36036251	36034540	36035960	36036084	36036251	74	1,14	4,11	18,12	7,3	150	75	0.0286603838716	0.289239995345	0.111,0.389	0.563,0.667	-0.365
75	"ENSG00000159079.19"	"CFAP298"	chr21	-	32601666	32603292	32601666	32601973	32603160	32603292	75	3,14	3,13	14,14	18,11	150	75	0.800277031559	1.0	0.333,0.35	0.28,0.389	0.007
77	"ENSG00000291050.1"	"TEKT4P2"	chr21	-	9068355	9069599	9068355	9068659	9069444	9069599	77	0,0	1,5	0,1	5,11	150	75	1	1.0	0.0,0.0	0.0,0.043	-0.021
81	"ENSG00000101246.20"	"ARFRP1"	chr20	-	63698642	63700702	63698642	63700530	63700601	63700702	81	11,36	24,92	58,51	89,90	146	75	0.0727088258111	0.512266727305	0.191,0.167	0.251,0.225	-0.059
82	"ENSG00000124222.22"	"STX16"	chr20	+	58651282	58652138	58651282	58651434	58652072	58652138	82	40,172	1,3	188,209	8,6	150	75	0.114839809685	0.630094531015	0.952,0.966	0.922,0.946	0.025
84	"ENSG00000244687.13"	"UBE2V1"	chr20	-	50115484	50115954	50115484	50115621	50115698	50115954	84	6,11	0,0	16,13	1,0	150	75	1	1.0	1.0,1.0	0.889,1.0	0.055
86	"ENSG00000080189.15"	"SLC35C2"	chr20	-	46358386	46358763	46358386	46358558	46358690	46358763	86	31,116	1,3	135,155	3,0	150	75	0.256270584781	0.889009411895	0.939,0.951	0.957,1.0	-0.033
87	"ENSG00000185513.18"	"L3MBTL1"	chr20	+	43540752	43541189	43540752	43540815	43540933	43541189	87	1,3	0,0	5,4	1,1	150	75	0.133277606058	0.677312424229	1.0,1.0	0.714,0.667	0.309
90	"ENSG00000174365.22"	"SNHG11"	chr20	+	38447465	38448730	38447465	38447623	38448661	38448730	90	0,2	8,35	0,5	37,34	150	75	0.282864012169	0.923029934446	0.0,0.028	0.0,0.068	-0.02
91	"ENSG00000174365.22"	"SNHG11"	chr20	+	38447465	38450447	38447465	38448730	38450335	38450447	91	4,17	6,20	20,17	17,13	150	75	0.245454706761	0.879664267005	0.25,0.298	0.37,0.395	-0.108
92	"ENSG00000196756.15"	"SNHG17"	chr20	-	38420591	38421098	38420591	38420900	38421005	38421098	92	2,15	75,354	6,4	128,108	150	75	0.786499055557	1.0	0.013,0.021	0.023,0.018	-0.003
93	"ENSG00000196756.15"	"SNHG17"	chr20	-	38421005	38422241	38421005	38421098	38422086	38422241	93	7,38	8,45	27,26	15,18	150	75	0.0410369822894	0.348533274239	0.304,0.297	0.474,0.419	-0.146
94	"ENSG00000196756.15"	"SNHG17"	chr20	-	38421005	38422241	38421005	38421098	38422091	38422241	94	7,38	22,100	28,25	29,22	150	75	0.000208416406105	0.00717878732139	0.137,0.16	0.326,0.362	-0.195
95	"ENSG00000196756.15"	"SNHG17"	chr20	-	38421005	38422241	38421005	38421098	38422095	38422241	95	8,51	3,20	35,31	0,3	150	75	1.64174213213e-05	0.00113097791325	0.571,0.56	1.0,0.838	-0.354
96	"ENSG00000196756.15"	"SNHG17"	chr20	-	38421005	38422368	38421005	38421098	38422290	38422368	96	3,22	0,5	12,21	1,2	150	75	0.61610559268	1.0	1.0,0.688	0.857,0.84	-0.005
98	"ENSG00000242372.9"	"EIF6"	chr20	-	35284175	35284492	35284175	35284261	35284380	35284492	98	16,88	84,358	89,91	437,464	150	75	0.440438947845	1.0	0.087,0.109	0.092,0.089	0.008
100	"ENSG00000125967.17"	"NECAB3"	chr20	-	33659496	33659732	33659496	33659550	33659652	33659732	100	0,10	0,9	16,23	9,10	150	75	1	1.0	NA,0.357	0.471,0.535	-0.146
110	"ENSG00000088826.18"	"SMOX"	chr20	+	4182088	4182848	4182088	4182323	4182482	4182848	110	4,30	0,0	21,27	5,1	150	75	0.000235904275185	0.00769792897972	1.0,1.0	0.677,0.931	0.196
112	"ENSG00000088899.16"	"LZTS3"	chr20	-	3165496	3166360	3165496	3165628	3165766	3166360	112	10,21	0,0	31,32	2,0	150	75	0.61086121975	1.0	1.0,1.0	0.886,1.0	0.057
113	"ENSG00000268895.6"	"A1BG-AS1"	chr19	+	58353713	58355183	58353713	58353857	58354368	58355183	113	2,14	0,3	13,5	2,3	150	75	0.371161646298	1.0	1.0,0.7	0.765,0.455	0.24
119	"ENSG00000170949.18"	"ZNF160"	chr19	-	53091412	53091720	53091412	53091529	53091636	53091720	119	0,1	1,2	4,4	1,0	150	75	1.76954366793e-06	0.000182852845686	0.0,0.2	0.667,1.0	-0.734
120	"ENSG00000170949.18"	"ZNF160"	chr19	-	53091412	53091720	53091412	53091553	53091636	53091720	120	2,2	0,0	4,6	0,1	150	75	1	1.0	1.0,1.0	1.0,0.75	0.125
125	"ENSG00000087088.21"	"BAX"	chr19	+	48960809	48961798	48960809	48960914	48961531	48961798	125	33,164	49,174	166,189	206,219	150	75	0.892556566663	1.0	0.252,0.32	0.287,0.301	-0.008
126	"ENSG00000087074.9"	"PPP1R15A"	chr19	+	48873224	48874898	48873224	48873588	48873873	48874898	126	39,167	0,4	98,87	0,0	150	75	0.408210823237	1.0	1.0,0.954	1.0,1.0	-0.023
128	"ENSG00000185453.13"	"ZSWIM9"	chr19	+	48194652	48197620	48194652	48195918	48197229	48197620	128	7,49	0,1	67,33	0,0	150	75	1	1.0	1.0,0.961	1.0,1.0	-0.02
129	"ENSG00000167380.17"	"ZNF226"	chr19	+	44165587	44165807	44165587	44165613	44165756	44165807	129	9,31	1,3	40,27	1,0	150	75	0.0108382961145	0.150367577096	0.818,0.838	0.952,1.0	-0.148
133	"ENSG00000142046.15"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383560	41384083	133	1,3	0,0	1,0	1,0	150	75	1	1.0	1.0,1.0	0.333,NA	0.667
135	"ENSG00000142046.15"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383862	41384083	135	3,2	0,1	2,3	0,2	150	75	0.398518895753	1.0	1.0,0.5	1.0,0.429	0.035
137	"ENSG00000142046.15"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383885	41384083	137	2,3	0,0	1,2	1,0	150	75	1	1.0	1.0,1.0	0.333,1.0	0.334
138	"ENSG00000105223.21"	"PLD3"	chr19	+	40365552	40365930	40365552	40365585	40365717	40365930	138	25,159	0,1	201,224	1,2	150	75	1	1.0	1.0,0.988	0.99,0.982	0.008
140	"ENSG00000105204.14"	"DYRK1B"	chr19	-	39826671	39826987	39826671	39826867	39826951	39826987	140	10,52	0,2	63,58	0,3	150	75	0.901029630658	1.0	1.0,0.929	1.0,0.906	0.011
141	"ENSG00000105193.9"	"RPS16"	chr19	-	39433521	39433761	39433521	39433569	39433664	39433761	141	13,80	1882,9371	104,68	9118,9929	150	75	1	1.0	0.003,0.004	0.006,0.003	-0.001
146	"ENSG00000004777.19"	"ARHGAP33"	chr19	+	35787167	35788822	35787167	35787559	35787643	35788822	146	7,27	1,5	23,22	10,10	150	75	0.037588816261	0.323681473359	0.778,0.73	0.535,0.524	0.224
147	"ENSG00000266964.6"	"FXYD1"	chr19	+	35142719	35143050	35142719	35142771	35142916	35143050	147	2,0	0,2	0,0	3,3	150	75	0.22421699274	0.852849911036	1.0,0.0	0.0,0.0	0.5
152	"ENSG00000267575.9"	"LINC02987"	chr19	+	27805604	27806185	27805604	27805811	27805927	27806185	152	19,78	0,1	93,104	0,1	150	75	1	1.0	1.0,0.975	1.0,0.981	-0.003
153	"ENSG00000261824.8"	"LINC00662"	chr19	-	27792999	27793922	27792999	27793232	27793531	27793922	153	6,21	11,33	37,40	41,49	150	75	0.216937028462	0.840157982288	0.214,0.241	0.311,0.29	-0.073
156	"ENSG00000105640.13"	"RPL18A"	chr19	+	17861292	17861472	17861292	17861307	17861424	17861472	156	450,2256	2,34	2311,2485	30,44	150	75	0.401883711842	1.0	0.991,0.971	0.975,0.966	0.011
158	"ENSG00000282851.2"	"BISPR"	chr19	+	17413096	17413305	17413096	17413104	17413220	17413305	158	3,0	0,1	2,1	0,0	150	75	1	1.0	1.0,0.0	1.0,1.0	-0.5
159	"ENSG00000130299.17"	"GTPBP3"	chr19	+	17338953	17339266	17338953	17339026	17339122	17339266	159	7,18	44,210	28,28	212,264	150	75	0.45642795541	1.0	0.074,0.041	0.062,0.05	0.001
162	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15403474	15403715	15403474	15403555	15403657	15403715	162	107,325	2,8	401,363	10,5	150	75	0.893227761791	1.0	0.964,0.953	0.952,0.973	-0.004
163	"ENSG00000132002.9"	"DNAJB1"	chr19	-	14514781	14517046	14514781	14516170	14516465	14517046	163	2,11	68,235	6,0	204,176	150	75	0.108013937237	0.620080010064	0.014,0.023	0.014,0.0	0.011
164	"ENSG00000104915.15"	"STX10"	chr19	-	13144061	13144671	13144061	13144486	13144576	13144671	164	2,20	31,117	10,10	129,136	150	75	0.0642392617931	0.479853707357	0.031,0.079	0.037,0.035	0.019
165	"ENSG00000105607.13"	"GCDH"	chr19	+	12891159	12891395	12891159	12891202	12891270	12891395	165	1,0	0,3	2,3	1,1	143	75	0.0165559455337	0.197397812133	1.0,0.0	0.512,0.611	-0.061
166	"ENSG00000130159.15"	"ECSIT"	chr19	-	11507701	11508048	11507701	11507729	11507990	11508048	166	31,111	0,2	142,132	0,0	150	75	0.424780276292	1.0	1.0,0.965	1.0,1.0	-0.018
167	"ENSG00000130159.15"	"ECSIT"	chr19	-	11507701	11508048	11507701	11507850	11507990	11508048	167	7,18	11,77	13,13	71,78	150	75	0.144815623431	0.714232805343	0.241,0.105	0.084,0.077	0.092
168	"ENSG00000129351.18"	"ILF3"	chr19	+	10683916	10685765	10683916	10683970	10684415	10685765	168	5,31	97,515	43,35	550,550	150	75	0.343912574072	1.0	0.025,0.029	0.038,0.031	-0.007
169	"ENSG00000129351.18"	"ILF3"	chr19	+	10683916	10685765	10683916	10683970	10684858	10685765	169	18,144	1,0	158,168	2,6	150	75	0.0294914254938	0.289239995345	0.9,1.0	0.975,0.933	-0.004
171	"ENSG00000243701.8"	"DUBR"	chr3	+	107246007	107247088	107246007	107246052	107246994	107247088	171	4,9	0,0	3,5	2,0	150	75	0.383414518006	1.0	1.0,1.0	0.429,1.0	0.285
173	"ENSG00000243701.8"	"DUBR"	chr3	+	107246007	107248831	107246007	107246052	107248577	107248831	173	7,13	0,0	8,5	1,0	150	75	1	1.0	1.0,1.0	0.8,1.0	0.1
174	"ENSG00000104679.12"	"R3HCC1"	chr8	+	23289865	23290469	23289865	23289925	23290051	23290469	174	68,235	5,17	282,313	24,22	150	75	0.746276332591	1.0	0.872,0.874	0.855,0.877	0.007
177	"ENSG00000130724.10"	"CHMP2A"	chr19	-	58551565	58551967	58551565	58551776	58551905	58551967	177	9,32	113,395	40,33	493,504	150	75	0.770826984811	1.0	0.038,0.039	0.039,0.032	0.003
178	"ENSG00000146910.14"	"CNPY1"	chr7	-	155501128	155503105	155501128	155502875	155503020	155503105	178	0,11	0,0	5,6	0,1	150	75	1	1.0	NA,1.0	1.0,0.75	0.125
184	"ENSG00000103253.19"	"HAGHL"	chr16	+	728315	728604	728315	728424	728503	728604	184	4,29	2,2	23,31	2,8	150	75	0.569091637451	1.0	0.5,0.879	0.852,0.66	-0.067
186	"ENSG00000135047.16"	"CTSL"	chr9	+	87730380	87731348	87730380	87730498	87731007	87731348	186	0,3	11,59	1,3	47,56	150	75	0.928519128927	1.0	0.0,0.025	0.011,0.026	-0.006
188	"ENSG00000166508.18"	"MCM7"	chr7	-	100099022	100099403	100099022	100099203	100099278	100099403	188	6,28	245,1124	105,97	1365,1446	150	75	8.31664729306e-08	1.28908033042e-05	0.012,0.012	0.037,0.032	-0.023
191	"ENSG00000009950.16"	"MLXIPL"	chr7	-	73593201	73594403	73593201	73593983	73594273	73594403	191	1,9	0,10	6,8	7,10	150	75	0.728112992155	1.0	1.0,0.31	0.3,0.286	0.362
192	"ENSG00000131831.18"	"RAI2"	chrX	-	17800048	17802034	17800048	17801725	17801875	17802034	192	18,101	1,1	121,136	0,1	150	75	0.580414064708	1.0	0.9,0.981	1.0,0.986	-0.052
193	"ENSG00000133612.19"	"AGAP3"	chr7	+	151086741	151087072	151086741	151086786	151086894	151087072	193	10,40	0,0	56,70	0,2	150	75	0.369729922608	1.0	1.0,1.0	1.0,0.946	0.027
194	"ENSG00000168291.13"	"PDHB"	chr3	-	58430656	58430942	58430656	58430788	58430842	58430942	194	127,427	0,3	529,530	3,2	129	75	1	1.0	1.0,0.988	0.99,0.994	0.002
197	"ENSG00000154328.16"	"NEIL2"	chr8	+	11769709	11770335	11769709	11769791	11770173	11770335	197	6,8	0,0	4,6	1,1	150	75	0.26783345268	0.902482286204	1.0,1.0	0.667,0.75	0.291
198	"ENSG00000106105.15"	"GARS1"	chr7	+	30594877	30595143	30594877	30594939	30595107	30595143	198	38,111	0,1	215,216	1,1	150	75	1	1.0	1.0,0.982	0.991,0.991	0.0
201	"ENSG00000196338.15"	"NLGN3"	chrX	+	71147549	71148206	71147549	71147627	71148062	71148206	201	0,1	0,2	0,1	0,0	150	75	1	1.0	NA,0.2	NA,1.0	-0.8
205	"ENSG00000242265.6"	"PEG10"	chr7	+	94663333	94665698	94663333	94664507	94664509	94665698	205	46,144	0,0	318,300	0,1	77	75	1	1.0	1.0,1.0	1.0,0.997	0.002
209	"ENSG00000221829.11"	"FANCG"	chr9	-	35079440	35079942	35079440	35079535	35079730	35079942	209	15,49	0,1	71,76	1,5	150	75	0.0358062370283	0.312674182501	1.0,0.961	0.973,0.884	0.052
210	"ENSG00000168610.16"	"STAT3"	chr17	-	42329409	42329647	42329409	42329457	42329553	42329647	210	2,0	18,63	0,0	123,117	150	75	1	1.0	0.053,0.0	0.0,0.0	0.026
212	"ENSG00000183723.13"	"CMTM4"	chr16	-	66614749	66622222	66614749	66617358	66622061	66622222	212	8,51	0,4	95,92	2,3	150	75	0.567803586279	1.0	1.0,0.864	0.96,0.939	-0.018
213	"ENSG00000100099.22"	"HPS4"	chr22	-	26463916	26464826	26463916	26464443	26464590	26464826	213	9,50	0,2	71,66	1,1	150	75	0.870800216094	1.0	1.0,0.926	0.973,0.971	-0.009
214	"ENSG00000182253.15"	"SYNM"	chr15	+	99129366	99135593	99129366	99131813	99132749	99135593	214	1,2	0,0	1,5	0,2	150	75	0.542116582228	1.0	1.0,1.0	1.0,0.556	0.222
215	"ENSG00000107104.21"	"KANK1"	chr9	+	744490	746090	744490	744589	745172	746090	215	2,3	2,9	5,4	15,10	150	75	0.912601432305	1.0	0.333,0.143	0.143,0.167	0.083
218	"ENSG00000183010.17"	"PYCR1"	chr17	-	81932383	81933376	81932383	81932963	81933306	81933376	218	28,163	1,4	175,186	5,17	150	75	0.0338535691814	0.303727654445	0.933,0.953	0.946,0.845	0.048
224	"ENSG00000166165.14"	"CKB"	chr14	-	103521817	103522177	103521817	103521950	103522022	103522177	224	6,42	527,3439	30,31	2945,3673	147	75	1	1.0	0.006,0.006	0.005,0.004	0.001
225	"ENSG00000092330.19"	"TINF2"	chr14	-	24239681	24240875	24239681	24240330	24240418	24240875	225	20,88	11,18	111,106	39,41	150	75	0.600610755233	1.0	0.476,0.71	0.587,0.564	0.018
228	"ENSG00000013375.17"	"PGM3"	chr6	-	83168266	83170478	83168266	83169323	83170304	83170478	228	2,3	12,56	5,2	84,76	150	75	0.728427726705	1.0	0.077,0.026	0.029,0.013	0.03
234	"ENSG00000062582.14"	"MRPS24"	chr7	-	43869307	43869517	43869307	43869376	43869456	43869517	234	27,107	18,61	124,128	80,92	150	75	0.505714989995	1.0	0.429,0.467	0.437,0.41	0.025
235	"ENSG00000197448.14"	"GSTK1"	chr7	+	143264991	143265296	143264991	143265092	143265260	143265296	235	5,33	17,74	32,41	108,87	150	75	0.840545704469	1.0	0.128,0.182	0.129,0.191	-0.005
238	"ENSG00000106012.18"	"IQCE"	chr7	+	2571525	2571654	2571525	2571545	2571604	2571654	238	8,16	0,0	21,23	0,1	134	75	1	1.0	1.0,1.0	1.0,0.928	0.036
239	"ENSG00000257337.9"	"TNS2-AS1"	chr12	-	53045599	53046061	53045599	53045653	53045960	53046061	239	0,0	4,2	0,1	5,4	150	75	1	1.0	0.0,0.0	0.0,0.111	-0.056
242	"ENSG00000170085.18"	"SIMC1"	chr5	+	176345182	176345989	176345182	176345566	176345701	176345989	242	14,86	0,0	69,74	0,2	150	75	0.427746444111	1.0	1.0,1.0	1.0,0.949	0.026
244	"ENSG00000122557.11"	"HERPUD2"	chr7	-	35694183	35695135	35694183	35694627	35694800	35695135	244	4,20	0,12	18,15	5,7	150	75	0.719137576882	1.0	1.0,0.455	0.643,0.517	0.147
248	"ENSG00000197381.18"	"ADARB1"	chr21	+	45222017	45226560	45222017	45222107	45225546	45226560	248	2,21	1,7	29,30	4,3	150	75	0.0704714797465	0.508050202824	0.5,0.6	0.784,0.833	-0.258
249	"ENSG00000237765.8"	"FAM200B"	chr4	+	15686235	15687148	15686235	15686462	15686931	15687148	249	13,42	0,0	36,43	2,0	150	75	0.584002373565	1.0	1.0,1.0	0.9,1.0	0.05
250	"ENSG00000237765.8"	"FAM200B"	chr4	+	15686235	15690447	15686235	15687148	15688550	15690447	250	7,18	3,9	29,18	9,11	150	75	0.823116852746	1.0	0.538,0.5	0.617,0.45	-0.014
251	"ENSG00000156508.19"	"EEF1A1"	chr6	-	73517514	73518264	73517514	73517934	73518029	73518264	251	4,31	7285,26522	43,43	32906,30138	150	75	1	1.0	0.0,0.001	0.001,0.001	-0.001
254	"ENSG00000145907.16"	"G3BP1"	chr5	+	151803884	151812785	151803884	151804141	151804405	151812785	254	117,667	0,1	767,748	0,1	150	75	1	1.0	1.0,0.997	1.0,0.997	0.0
255	"ENSG00000113716.13"	"HMGXB3"	chr5	+	150024261	150024680	150024261	150024408	150024504	150024680	255	23,84	1,0	114,118	0,0	150	75	1	1.0	0.92,1.0	1.0,1.0	-0.04
259	"ENSG00000135451.13"	"TROAP"	chr12	+	49330144	49330943	49330144	49330573	49330660	49330943	259	27,145	0,3	99,108	0,3	150	75	0.891892351933	1.0	1.0,0.96	1.0,0.947	0.006
260	"ENSG00000135451.13"	"TROAP"	chr12	+	49330144	49331407	49330144	49330573	49331213	49331407	260	17,90	1,3	63,67	0,0	150	75	0.142079093434	0.714232805343	0.895,0.938	1.0,1.0	-0.084
261	"ENSG00000135451.13"	"TROAP"	chr12	+	49330144	49331407	49330144	49330943	49331213	49331407	261	4,46	10,49	42,28	42,39	150	75	0.727339918321	1.0	0.167,0.319	0.333,0.264	-0.055
262	"ENSG00000112855.17"	"HARS2"	chr5	+	140691452	140691756	140691452	140691515	140691606	140691756	262	9,37	0,2	44,37	1,1	150	75	0.824982506805	1.0	1.0,0.902	0.957,0.949	-0.002
271	"ENSG00000172830.13"	"SSH3"	chr11	+	67306837	67307113	67306837	67306962	67307041	67307113	271	1,2	2,0	0,1	5,1	150	75	0.0342918319535	0.303727654445	0.2,1.0	0.0,0.333	0.433
272	"ENSG00000136247.15"	"ZDHHC4"	chr7	+	6577433	6577720	6577433	6577498	6577589	6577720	272	2,4	0,2	3,15	0,2	150	75	0.720278576767	1.0	1.0,0.5	1.0,0.789	-0.145
273	"ENSG00000174996.12"	"KLC2"	chr11	+	66266432	66267859	66266432	66266490	66266872	66267859	273	4,16	20,126	9,12	108,129	150	75	0.236803860309	0.869062514065	0.091,0.06	0.04,0.044	0.034
274	"ENSG00000291064.1"	"RPL23AP7"	chr22	+	50788749	50789186	50788749	50788798	50788894	50789186	274	0,1	1,5	1,0	9,1	150	75	1	1.0	0.0,0.091	0.053,0.0	0.019
276	"ENSG00000167552.15"	"TUBA1A"	chr12	-	49186309	49186833	49186309	49186458	49186610	49186833	276	0,5	67,303	1,0	346,406	150	75	1	1.0	0.0,0.008	0.001,0.0	0.004
282	"ENSG00000186468.13"	"RPS23"	chr5	-	82275208	82276255	82275208	82275295	82276177	82276255	282	12,63	6,17	74,79	23,19	150	75	0.689744156287	1.0	0.5,0.649	0.617,0.675	-0.072
